0.0289791959461,0.999963563048,0.680442118648,0.000249097023291,0.000398789131183,0.999937159615,0.00135160296335
2.83278094105E-05,0.938755276055,2.83278094105E-05,2.83278094105E-05,2.83278094105E-05,0.0611030848984,2.83278094105E-05
1.15839821329E-06,0.979542687553,1.15839821329E-06,4.98111231713E-05,1.15839821329E-06,0.0204028677306,1.15839821329E-06
4.52557902521E-07,0.997257046553,4.52557902521E-07,7.01464748907E-05,4.52557902521E-07,0.00267099674068,4.52557902521E-07
7.66158473751E-07,0.386627316767,7.66158473751E-07,1.14923771063E-05,7.66158473751E-07,0.613358126222,7.66158473751E-07
1.89184689661E-06,0.979594539373,1.89184689661E-06,8.13494165544E-05,1.89184689661E-06,0.0203165438227,1.89184689661E-06
5.441347713E-07,0.997060039831,5.441347713E-07,2.33977951659E-05,5.441347713E-07,0.00291438583508,5.441347713E-07
9.07092830973E-07,0.72107983959,9.07092830973E-07,5.17042913655E-05,9.07092830973E-07,0.278864827748,9.07092830973E-07
9.07092830973E-07,0.723638748466,9.07092830973E-07,3.90049917318E-05,9.07092830973E-07,0.276318618171,9.07092830973E-07
3.52745008746E-07,0.815614187263,3.52745008746E-07,3.49217558659E-05,3.52745008746E-07,0.184349480001,3.52745008746E-07
1.42351793988E-06,0.99934375823,1.42351793988E-06,7.11758969942E-05,1.42351793988E-06,0.000579371801533,1.42351793988E-06
7.66158473751E-07,0.401300783857,7.66158473751E-07,7.66158473751E-07,7.66158473751E-07,0.598695385351,7.66158473751E-07
4.83450288016E-07,0.998819414397,0.000125697074884,4.44774264974E-05,3.86760230412E-06,0.00100557659907,4.83450288016E-07
3.52745008746E-07,0.822809479952,3.52745008746E-07,2.01064654985E-05,3.52745008746E-07,0.177169002603,3.52745008746E-07
4.52557902521E-07,0.997668874244,4.52557902521E-07,3.2131611079E-05,4.52557902521E-07,0.0022971839132,4.52557902521E-07
1.89184689661E-06,0.980799645846,1.89184689661E-06,1.51347751729E-05,1.89184689661E-06,0.019177651991,1.89184689661E-06
5.24486986167E-07,0.922845866387,0.0755471054874,6.66098472432E-05,0.000162066478725,2.62243493083E-05,0.00135160296335
4.83450288016E-07,0.998992006149,7.15506426263E-05,4.44774264974E-05,3.86760230412E-06,0.000887131278508,4.83450288016E-07
9.94903111361E-07,0.997549553637,9.15310862452E-05,7.06381209066E-05,9.94903111361E-07,0.0022852924468,9.94903111361E-07
6.14661395331E-07,0.981701530261,6.14661395331E-07,1.35225506973E-05,6.14661395331E-07,0.0182824885427,6.14661395331E-07
5.441347713E-07,0.997635190284,5.441347713E-07,1.19709649686E-05,5.441347713E-07,0.00235066221202,5.441347713E-07
1.15839821329E-06,0.9831429892,1.15839821329E-06,3.35935481853E-05,1.15839821329E-06,0.0168187836587,1.15839821329E-06
5.43354529594E-07,0.998886123214,5.43354529594E-07,8.1503179439E-06,5.43354529594E-07,0.0011035530496,5.43354529594E-07
5.43354529594E-07,0.998886123214,5.43354529594E-07,1.19537996511E-05,5.43354529594E-07,0.0010997495679,5.43354529594E-07
9.94903111361E-07,0.997479910419,0.000126352695143,2.18878684499E-05,9.94903111361E-07,0.00236189998637,7.95922489088E-06
1.42351793988E-06,0.999483262988,1.42351793988E-06,3.13173946775E-05,1.42351793988E-06,0.000479725545741,1.42351793988E-06
2.71875807131E-06,0.984130609138,2.71875807131E-06,2.17500645705E-05,2.71875807131E-06,0.0158367657654,2.71875807131E-06
2.71875807131E-06,0.983921264766,2.71875807131E-06,2.71875807131E-06,2.71875807131E-06,0.0160651414434,2.71875807131E-06
1.6604345025E-06,0.943316086954,0.00677789363921,3.6529559055E-05,7.13986836075E-05,0.0496669168388,0.000129513891195
1.6604345025E-06,0.943734516448,0.00646407151823,5.977564209E-05,4.81526005725E-05,0.0495739325067,0.000117890849678
6.14661395331E-07,0.982768582443,6.14661395331E-07,6.14661395331E-07,6.14661395331E-07,0.0172283442497,6.14661395331E-07
5.24486986167E-07,0.926073034813,0.0729367337573,2.62243493083E-05,0.000106995345178,2.62243493083E-05,0.000830262899102
3.77921950803E-07,0.796514728185,0.202316737143,2.41870048514E-05,0.000116777882798,6.65142633413E-05,0.000960677598941
1.30335784081E-06,0.997893773729,6.51678920403E-05,1.30335784081E-06,1.30335784081E-06,0.00203584494734,1.30335784081E-06
3.77921950803E-07,0.802908789671,0.196504675461,3.02337560642E-06,4.00597267851E-05,5.06415414076E-05,0.000492432301896
1.30335784081E-06,0.99785727971,1.95503676121E-05,1.30335784081E-06,1.30335784081E-06,0.00211795649131,1.30335784081E-06
2.26433892625E-05,0.76543713063,2.26433892625E-05,2.26433892625E-05,2.26433892625E-05,0.234449652424,2.26433892625E-05
1.13803188765E-05,0.912701573898,1.13803188765E-05,1.13803188765E-05,1.13803188765E-05,0.0872415245075,1.13803188765E-05
6.63556797144E-06,0.987093820296,6.63556797144E-06,6.63556797144E-06,6.63556797144E-06,0.0128730018646,6.63556797144E-06
2.27479526843E-05,0.979640582348,0.000341219290264,2.27479526843E-05,2.27479526843E-05,0.0199272065514,2.27479526843E-05
1.91241155097E-05,0.964677758654,1.91241155097E-05,1.91241155097E-05,1.91241155097E-05,0.0352266207688,1.91241155097E-05
