-3.029062087933631631e-06,-4.007746904993031434e-06,-1.622214210380878985e-01,9.864608000980688018e-01,-2.406865639452063221e-02,-9.757348339067997120e-06,9.148763954333329358e-06,2.513927292226739797e-07,1.190265716093232494e-06,3.827473716687593541e-16,-1.793015270763898002e-16,-8.684363623962894734e-16,-3.231690599351501905e-17,-6.562974409788955861e-18,-1.234998392257283518e-18,5.667442342192011713e-17,-5.111263273099968658e-17,2.291024418427445167e-18,-6.814153779278778342e-18,-8.221019137748917173e-18,-2.761529414433861280e-18,1.024006295856914031e-17,6.702885893318144991e-18,-7.138671780126718075e-18,-8.157248009248289092e-18,-2.918642976961652661e-17,-1.501336534138148336e-17,-9.387742992849726559e-18,6.557661715546333529e-18,2.148406065216757658e-17,-4.087248880790541729e-19,-8.804728475201451579e-18,-5.256350302993506276e-18,8.655328986766433246e-18,6.303920364630449491e-18,-6.769622337316652502e-18,2.542176720303355131e-18,-6.885247354317170955e-18,-2.966405995425172610e-18,-6.041392737217574598e-18
-3.029062087836487116e-06,-4.007746905565490181e-06,-1.622214210525540212e-01,-2.601250003877789846e-03,9.867507332630297556e-01,-1.949412079719109593e-06,6.570800640032216583e-04,-4.971588116085063258e-05,1.414441433578321628e-05,1.223441127607482161e-16,-2.214481815796947629e-16,-3.325399745605536736e-16,-2.278480618757565655e-16,-2.474748232986082529e-18,-1.701175163402323581e-17,4.746624977506956444e-17,3.682661325188980976e-17,-1.435370036140248368e-17,6.249845176224649928e-18,2.480491081906600810e-17,5.054263024553173668e-18,-2.748883165142202687e-17,-4.094493306858995437e-18,-7.898101809793926258e-18,-1.182317044497869921e-18,1.364868080786202930e-17,-1.176958724873006473e-17,-3.671751731662991625e-17,2.169832114355623123e-17,4.567622630957977253e-17,-1.475022480193058412e-17,-1.448260643448641047e-18,-4.869931314985385642e-18,-9.069461274171541125e-18,3.826995262693309050e-18,-5.769022195402578914e-19,-9.905785942228998802e-18,-1.229590256301214194e-17,2.274847173079585289e-18,-5.957175331134149504e-18
-3.029062087836452388e-06,-4.007746905367948545e-06,-1.622214210534010936e-01,-2.732760062445838481e-02,-2.669033169508144496e-02,-2.239247560809151660e-02,-8.151718902803894995e-02,-7.612537629372982673e-02,-3.082462723528222454e-02,8.619111798102340183e-01,-4.552258508067072584e-06,4.640950220491193434e-01,7.625566171249081177e-03,3.207140315633326693e-04,-3.850520619578281763e-05,3.078835597339621758e-05,5.128138137034664480e-05,2.279592602874128227e-05,-9.633062333765508343e-06,-3.788528268634110580e-05,4.795332247071506777e-06,4.734126042146004446e-05,9.128213030926266266e-06,1.916885977237319991e-05,1.291523603580799712e-16,2.178079508637080353e-16,9.079207901461417091e-17,2.485282453038340059e-16,-2.275204591526981165e-18,5.972364751776908808e-17,-4.828931087203823784e-17,3.567053616730239651e-17,-9.655996196663666346e-17,7.062437992685224593e-17,-9.470776370159646048e-18,-7.363898369692585804e-18,3.669962094902299994e-17,-1.798113153771737179e-17,2.306026328492959639e-17,-1.736389507563445965e-17
-3.029062087836452388e-06,-4.007746905367916358e-06,-1.622214210534013434e-01,-2.732760062445827032e-02,-2.669033169508183700e-02,-2.239247560746203750e-02,-8.151718902815824341e-02,-7.612537629184043531e-02,-3.082462723959326911e-02,4.214674496034207518e-01,-1.398838151278751774e-01,-8.721916084469635289e-01,-2.028389729466090197e-02,-1.160128776143996366e-03,-3.669105414672410348e-05,7.254429164291745962e-05,8.478651577979415710e-05,5.313731482693524261e-05,-1.213374088270599205e-06,-1.341753295343960767e-04,1.171425982226471131e-06,1.425111661055439023e-04,1.878066818169786464e-05,3.163306749838506885e-05,-1.543511112589966930e-16,-1.570742633134565312e-16,-1.445588550707235350e-16,8.497815349280710169e-17,-1.086865691060327391e-17,-6.609609561481264250e-17,3.313244582895793370e-17,2.758221429480956956e-17,-7.052066434917959776e-18,-9.369727616499505699e-17,-3.848988241032779014e-17,1.024653245240777706e-17,3.561987901372191701e-17,6.550416759952389328e-17,-1.285047818268502730e-17,1.007110273082191327e-17
-3.029062087836452388e-06,-4.007746905367916358e-06,-1.622214210534013434e-01,-2.732760062445828420e-02,-2.669033169508150394e-02,-2.239247560784697957e-02,-8.151718902812232770e-02,-7.612537629097172742e-02,-3.082462724229305395e-02,4.111681328156924220e-04,8.430109445294607928e-01,-9.851407689807892276e-02,4.866940875132656497e-01,-2.709201602908087661e-02,1.666523090862969889e-02,3.881803227474161545e-03,3.822569203439540007e-03,-1.530215883131827350e-03,-2.825203228268162708e-03,-3.581121833524256171e-03,-1.234534152952018260e-03,4.547563620008068450e-03,7.695178954488672075e-05,1.675627129208158558e-03,-3.653059802331395061e-15,3.368611035131540915e-15,-9.003101828718674498e-16,-6.447116870524880535e-16,8.700975582606197333e-17,4.994080906813525867e-17,-2.224177393021250959e-17,-4.569036929990717571e-17,5.833661693112993839e-17,3.945223967361226021e-17,2.179671113031949158e-17,1.529955803782543699e-17,7.835305309630907826e-17,-1.483528741207048112e-17,-1.735202760021577030e-17,8.055709973749295160e-18
-3.029062087836452388e-06,-4.007746905367916358e-06,-1.622214210534013434e-01,-2.732760062445828420e-02,-2.669033169508143802e-02,-2.239247560787638314e-02,-8.151718902810045631e-02,-7.612537629086266189e-02,-3.082462724261078243e-02,-6.162501573122965148e-02,-3.730632056047658573e-02,2.496446681535780671e-02,-2.704834920478219051e-02,-7.318790710779633779e-02,-2.374528687060393772e-01,3.491470409043221368e-01,3.778917390579872859e-01,1.399687522251489291e-01,-6.639637084207046513e-02,-5.080240049204035602e-01,-8.394912564490736306e-03,5.662808445541904767e-01,6.939533552310604703e-02,1.330211746279087448e-01,-2.030788318210055292e-13,8.287366177398694701e-14,-3.719769016028631978e-14,-7.016874315622175838e-14,2.058866787198513191e-15,-4.835709137426631595e-15,-1.606115334411393168e-16,-2.368864109285490369e-16,2.785654569207429752e-16,2.795594468464922450e-16,3.242069772547279328e-17,-1.090668264869323463e-16,-2.720472427301532817e-16,-1.001569190925118528e-16,3.750959997536528787e-17,-7.819687780255433872e-17
-3.029062087836452388e-06,-4.007746905367916358e-06,-1.622214210534013434e-01,-2.732760062445828420e-02,-2.669033169508143802e-02,-2.239247560787635538e-02,-8.151718902810056733e-02,-7.612537629086281454e-02,-3.082462724261015447e-02,-6.176434644592920797e-02,-4.281291102801572379e-02,2.543964356920856013e-02,-3.426919777497234448e-02,1.186112076471090987e-01,9.138772037213170885e-01,2.128512145220060603e-01,1.955625026853010651e-01,3.995646371000028535e-02,3.314345143336416138e-02,1.595652011262885597e-02,5.396963708236898055e-02,3.292372467595849200e-02,2.473231341952530568e-02,1.025451484420139697e-01,-1.276728496128219479e-13,-9.377671095190427188e-14,2.959450042639116400e-15,5.609216887601833492e-15,-4.996487064396891776e-16,2.076273169660247798e-15,-1.088375750032069684e-16,2.096032905741491565e-16,-1.917068563720159139e-16,3.875706898240608244e-16,2.227079866563821802e-16,3.094155451493060472e-16,9.833281508591641732e-17,-1.218508674639861967e-16,-8.217679025158467589e-17,-3.956069337323028232e-17
-3.029062087836452388e-06,-4.007746905367916358e-06,-1.622214210534013434e-01,-2.732760062445828420e-02,-2.669033169508143802e-02,-2.239247560787635538e-02,-8.151718902810062284e-02,-7.612537629086357782e-02,-3.082462724260587664e-02,-6.079949996302831672e-02,-2.873914415716518483e-02,2.343328474690738877e-02,-1.881329079567859580e-02,1.286627900524607397e-02,-8.593167581150285006e-02,-4.075752066567520787e-02,-3.888950497256501299e-02,5.982762758900258548e-01,7.169258854943382220e-01,4.595042868019814236e-02,2.140859836520413728e-01,-6.036802702044918867e-02,3.704690035141285087e-02,-1.315528200618841237e-01,3.070326334984421589e-13,-4.940359535121122161e-13,2.299625712850239490e-15,-2.192265341327169011e-14,-8.937123898411547757e-15,-1.200774925506773442e-14,8.864929568823537559e-16,1.416495390553059814e-15,-2.230482524732609948e-17,4.189306344626471498e-16,1.270327495074327197e-15,9.286076557079073528e-16,3.296601787621783200e-16,-5.194680790589338941e-16,-1.240772463433378887e-16,-6.478519248692318299e-18
-3.029062087836452388e-06,-4.007746905367916358e-06,-1.622214210534013434e-01,-2.732760062445828420e-02,-2.669033169508143802e-02,-2.239247560787635538e-02,-8.151718902810062284e-02,-7.612537629086371660e-02,-3.082462724260737197e-02,-6.104469090954386945e-02,-3.233485876688225319e-02,2.394230344550820136e-02,-2.112812452321224249e-02,-5.565285942779855596e-03,-6.008706964155350466e-02,-5.821973031793874209e-02,-6.164930864632121171e-02,-1.856950057871631365e-01,-1.875685792435599075e-01,-1.384114513014953196e-01,7.804137689175931758e-01,-1.786087601893533716e-01,4.603697487829983004e-01,8.481395423076336197e-04,3.963848235889689233e-14,-3.870666738731728796e-14,8.660572616526450029e-14,-3.681713394203624970e-13,-1.374694605963166406e-14,-8.101155358221325467e-14,6.401154753480150825e-15,1.345254028756073226e-15,2.576207373412833341e-15,-2.307927324411242540e-16,5.270257871667764919e-15,7.063821136871124685e-16,-1.913972257312025693e-15,-3.940416838839647947e-15,-3.454807467152332914e-16,2.046133820510900207e-18
-9.917899067744989638e-01,1.278779910082568916e-01,1.535981232823868851e-05,-4.619436236703921082e-16,-1.317998911824944476e-16,-9.034993206619625832e-18,-2.070273108476012013e-17,-2.892267236688933931e-17,-1.387778780781445676e-17,3.330669073875469621e-16,-1.110223024625156540e-16,-6.661338147750939243e-16,2.775557561562891351e-17,-3.111660235033397726e-17,-3.469446951953614189e-17,-1.231653667943533037e-16,1.040834085586084257e-17,-6.938893903907228378e-18,-2.428612866367529932e-17,4.336808689942017736e-17,6.938893903907228378e-18,-9.540979117872439019e-18,1.561251128379126385e-17,2.732189474663471174e-17,-4.463948010115086773e-19,-2.827213306176281382e-17,-9.267114151623678546e-17,-7.279868323174240607e-17,-4.823427572238302109e-17,-6.551103681300151262e-19,2.749839115524238246e-17,6.583218555454439472e-18,1.652625085466432098e-17,-8.442923881320576652e-18,5.836298948770899970e-17,1.348165223509596953e-18,-4.791269300994734304e-17,-6.602853768288778873e-17,6.150650788386764235e-17,1.384502949089253627e-18
