,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
1,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
2,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
3,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
4,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
5,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
6,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
7,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
8,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
9,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
10,-508.1425934933358,-3.552713678800501e-14,1.5987211554602254e-14,-2.1316282072803006e-14,3.375077994860476e-14,-2.3092638912203256e-14,2.398081733190338e-14,-4.618527782440651e-14,3.8191672047105385e-14,-2.398081733190338e-14,1.509903313490213e-14,5.329070518200751e-15,7.549516567451064e-14,-3.8191672047105385e-14,2.7533531010703882e-14,1.021405182655144e-13,-5.684341886080802e-14,-4.884981308350689e-14,5.329070518200751e-15,2.1316282072803006e-14
11,-504.8415297602461,3.91276573310909,2.8638240663491112,2.6339174014141324,2.067280931023122,0.5276741721973064,-0.5177583229185503,-0.5779713010976444,-1.1527693132048045,-2.432571077016094,-2.828383193459933,-2.35073239960961,-2.508268796214117,-2.9725486456747614,-2.2983748265862713,-1.1712674467487014,-1.108077422558381,-1.3457128946532029,-0.5808630689047423,0.24002231422571896
12,-286.2435294045309,62.250063348231194,-37.314306336052574,4.306650774692317,-33.283484045835934,-3.6765852787400153,-21.60329057185564,-25.381341746013952,-16.011369264328955,-4.917336088811668,-32.4060222829091,-15.231575645931358,-15.722880306280267,-6.912670202488618,-7.633446087833142,-11.802780445653255,-0.8471182625955969,18.141503304714412,21.04446637261487,8.740180241930634
13,-202.1295396696785,62.89838986356044,-41.17032818639117,17.021664541331745,-37.99980646373799,2.4562534430369123,-24.36883161586867,-23.263961221758223,-15.073702966325307,0.2980930133732551,-38.01132387213752,-1.8787012491565616,-17.818524956024213,-5.100885102499477,-8.676154684627448,-7.0315679637199535,-5.456476091082443,16.5755705752907,20.15219328835701,11.423859317255168
14,-157.33986219784208,65.82731684352122,-32.13238155551724,15.58677429741618,-35.5394402683816,-0.07804519790931774,-15.692551255938312,-17.569304992583824,-7.479568014301373,2.070528448518437,-34.71361074240968,5.058640986323682,-12.65715847209405,3.891999166963827,-13.662792502769433,10.613903833259076,-20.3438031244849,1.9973400234401808,-4.860309416583585,2.3792092956554605
15,-143.78263544811207,64.95866665285946,-33.647960440984434,16.038625192230093,-30.054437755880254,-1.2467478351698915,-4.846109624939214,-9.62575217554155,-13.703500342109994,0.9162424372718228,-27.27679496304528,0.5240272222695275,-10.28162366927174,5.009453636383768,-18.325768287101695,17.116386751743544,-23.15307954894751,-8.54500325273295,-11.87940770946318,-0.03659330697727903
16,-172.14603601268917,74.8027791486857,-36.38464261197909,24.344810195069662,-30.248333536862745,-4.735756255312632,-4.356214188962595,-4.617165421101085,-14.26988609911361,1.5963551997583876,-22.412986851696548,-3.37196107428998,-11.06196473845737,-6.38090181815936,-22.029938189330714,15.165896097077184,-19.26885260959921,-11.061380585564976,-10.280451058209582,3.2388799888978017
17,-204.10829985375344,90.18456830640518,-35.76422088445074,26.40463299502376,-29.132445470833016,-7.033662514434669,-6.746879828565253,-5.304957326063747,-7.893669300492853,0.6119707652503843,-20.344933687346675,-10.274455193173665,-8.20119207384774,-9.627908383294281,-19.161579604412225,10.694110804828057,-18.28975695435034,-10.824479148068576,-5.026866516437398,0.4697319377115754
18,-207.66549342175924,99.71036719614045,-30.256377494696086,23.740808078181097,-35.771133642331414,-14.5867893253217,-9.675207999507426,-6.6840250441916815,-4.922000412227554,6.896366618796411,-11.0281454476749,-4.10883500576461,-6.19156091522869,-7.321372201666401,-20.120178111474907,0.11892764323842453,-19.530539174843554,-6.943980150986762,-5.272774232129324,0.08176206980447631
19,-206.51976392422844,99.10215573095059,-23.90953506375851,21.23542910224674,-37.09196217583639,-12.7567840961919,-8.94749138949163,-2.731303813022656,-5.812482500805947,7.7647581981753735,-5.637778557410573,-7.1814415029133185,-5.729010523594154,-6.032125696906155,-19.64240474525382,-1.5128773962683217,-19.558440700933467,-3.2336795490228374,-3.814283237549475,0.32775924418819713
20,-225.75760418348645,95.87783288354498,-28.362504973670283,25.87700573901983,-34.90538316083071,-18.044585562562037,-8.1812900432748,-1.6401715638454597,-6.858141145669245,0.5359264278552347,-5.403745978197209,-13.76637478671875,-10.530981798839974,-4.750042522326195,-14.94432620776706,2.034333229163024,-15.577663870396929,-0.6490479959048079,-6.954861366148313,-1.7290877449586333
21,-237.67912639225523,99.29452075059292,-26.178042692816593,34.95308334541842,-28.33227133215824,-19.296674153094525,-10.048838154489166,-1.391935730663434,-1.396022440168367,-3.0245328140333445,-7.662587776099091,-12.531129856273942,-11.673051245141485,-3.751857343699035,-12.490390329167617,-0.20050303634385802,-12.327133754407765,-1.0240700215207825,-9.969523315018687,-0.7226357833764965
22,-247.22228580930533,102.72969310645925,-21.45606568598252,37.82266770539896,-19.75032843105457,-11.200504179651343,-6.14384969236177,-3.657167677823832,2.821582935208716,2.0546852178036916,-3.408426557210804,-10.539495343979965,-12.77174927764377,-3.534067434192538,-14.475847100203952,1.5951398029453498,-9.166629357781416,-4.8959764455676575,-12.449482434074845,-0.7107740881852997
23,-256.50100736821787,107.95142812103006,-16.054517274978746,30.124295560900343,-18.441483753088498,-6.9105024198763605,-2.6770325997465436,-5.192034205838443,1.5534821535627676,6.691624620001424,1.0691315334443567,-15.82927391558011,-16.62480468298976,-2.5516804284510375,-16.11450157854585,6.764842064519792,-9.193639010563471,-6.9080416917976715,-11.646227491589684,-2.1957471355813
24,-260.4004707565263,107.21057298951581,-15.7010567532798,30.13396220720137,-21.85366567928393,-11.783266255170513,-3.705073942777841,-2.0354362514253843,0.25049913052679695,3.6569006997779256,1.950866276035673,-16.744938440773886,-18.29944214871802,0.461561584237697,-12.053823474208864,11.203897476756966,-9.65619165565349,-8.555625032526642,-5.259051299606231,-4.49128006543335
25,-233.22673476131328,102.25958146121728,-29.425633778846535,26.31402891436501,-19.481840142321122,-8.677953218484705,-6.06612050947544,-4.629150793747016,-3.9760907879711542,3.09962384062148,-1.1749636818980056,-11.685013339069044,-16.94715635699286,3.5269537438886758,-10.869900953400514,8.962891234712872,-18.585069730935842,-6.1414141265618065,-2.742507351148449,-7.269078882974916
26,-221.6370809197213,103.07758254865472,-35.161373155213056,18.576223499627147,-16.714095747999284,-2.345175903748766,-2.0398125947234016,-6.461331420885184,-9.778774864390376,0.2727098126960046,-1.4741906310977866,-6.310420877798815,-13.409461321614554,4.331989797636414,-15.670741929036998,4.947820036294384,-20.642841824112054,-1.7148760388116981,-5.018727097825746,-8.05248583207856
27,-254.19308373186436,117.85071414899114,-27.23259530729492,18.359140841027763,-14.533893217450021,-10.488486626729351,-0.7943811134844276,-5.750849486115314,-8.377975416408383,-1.9376926787228568,2.050860388151219,-1.7412615698311082,-8.28722562985509,-2.8653473795964306,-12.724564596596485,0.34652765488044235,-16.01695595904323,-4.229098058081848,-11.763977833033387,-9.693734076823535
28,-296.518713922125,125.06927927366645,-8.78316185712814,24.318867991489753,-8.524811179600297,-15.703053201301433,1.3730394869255163,-9.036710207793075,-9.402589215597157,4.152447449840058,2.3142313235132272,-6.05649493226393,-10.343829082726913,-12.525036066039457,-7.213830044686847,-5.285077087332476,-10.147630619118058,-10.17421720555214,-17.61312536556174,-9.225673874606606
29,-312.5954802808288,120.64560028068477,-5.894949074741598,24.543412953005543,1.5681930992219595,-10.75221139999871,3.717141131789364,-8.461934291533478,-15.465240531838955,-2.1773893815675605,0.552106027165423,-3.387144467760069,-9.75707345999865,-12.503214480429532,-10.827487651138794,-9.274509295511226,-9.480479757053363,-12.22398937771893,-14.595704683120555,-3.7428618868694583
30,-277.7249294543562,136.34830542527146,-16.669881408554822,13.893388571012512,-4.883759015378429,-12.897657209344441,0.6689060930901389,-11.188923899231835,-19.45303610726503,-9.26557109558617,-15.854368826706125,-5.698731562638563,6.238847824949449,5.529980782253471,-5.106212686142121,-11.14794597973168,-9.183014839498973,-16.346463528232754,-8.169703139707778,-0.6089539596130749
31,-225.585630908302,131.5236087536681,-27.60662473340126,8.090540394140321,-15.844394124879248,-5.436769255445613,-1.880084846660556,-14.057202655875521,-25.26541046925305,-11.831015201167078,-30.1347582128403,2.872896868539142,18.55309478385145,18.060952793418082,3.650880241480804,-13.858718304628617,-10.56538666536228,-17.427899886468836,-5.6763102714621185,-1.4125984302850512
32,-225.31606503607696,121.8270205190911,-23.3718157774775,9.650685054237792,-17.873966446217093,-6.459960774696144,-3.7550973171447284,-14.012531133197463,-23.816709569113574,-12.742225716361327,-28.505118774472976,9.13380721631166,16.332598743955774,22.065416825312113,3.0869998310348326,-14.351703936105096,-15.774485472103429,-20.988171784228093,-4.924357710641738,2.4934171863554377
33,-257.851269741754,116.48041078587228,-10.211365455376793,21.122748205874224,-9.363076094083354,-10.684170931224532,-3.4822144420041434,-11.201017304654808,-12.41121084422954,-4.688212463028814,-15.372650522686566,10.380179961006057,0.926044381696248,12.811346631570975,-4.351480845922155,-12.941992208451808,-14.307485299609397,-21.96462615390142,-5.210052853212241,2.879956156057701
34,-229.3738623468648,123.78117394666933,-16.124847061799695,19.214308448669318,-22.816401731090636,-13.286497610973672,-10.616714325465791,-6.594067760863613,-9.400005215511023,0.07500230264545582,-10.253402711035639,-4.738296026304922,-5.096963294529578,4.962571337633348,-0.17601134424142995,1.5940468065388798,-15.90084476649766,-22.78467825725371,-14.843859764681643,2.4210649706511864
35,-185.38849464333614,122.38322400891973,-22.413869167075262,16.91241876343773,-33.65328741781058,-16.77046529021045,-16.321354834040918,0.48744190227922246,-15.268996395105674,2.2526506360439607,-16.67594845430857,-17.53956607779439,-15.16784548929444,-4.989151154870752,-2.248526062419436,2.044135587423603,-15.990094927318157,-24.914731309806527,-25.802751442269816,-4.3630507544624875
36,-183.57442631157437,118.65574792358468,-15.534391660210751,17.998388981247626,-36.53290950642274,-19.519950119085113,-14.627130939080995,3.34149315690554,-16.152195042359043,6.69722886532169,-15.213560534179425,-16.142822699025352,-16.658968682937907,-8.273712546458478,-7.669300100619258,0.03897927181973149,-10.630578388087478,-26.969790147759333,-31.536458884649427,-6.933982115484993
