1.632877349853515625e+01,3.075717353820800781e+01
-1.846115708351135254e+00,-2.063176536560058594e+01
4.271406650543212891e+00,-2.861864089965820312e+01
-2.318367195129394531e+01,-1.499730968475341797e+01
-1.151569461822509766e+01,3.394255828857421875e+01
4.344183444976806641e+00,-2.713261032104492188e+01
-8.084827423095703125e+00,2.816858100891113281e+01
-8.103107452392578125e+00,2.816884803771972656e+01
1.448986530303955078e+00,-2.598930740356445312e+01
-2.718359231948852539e+00,-2.579323577880859375e+01
-2.318374061584472656e+01,-1.499711227416992188e+01
7.687767982482910156e+00,-2.902511787414550781e+01
1.809025764465332031e+00,-2.624220657348632812e+01
3.970589160919189453e+00,-2.853470420837402344e+01
-1.167376232147216797e+01,3.409376525878906250e+01
-4.977130889892578125e+00,2.904020881652832031e+01
7.687742710113525391e+00,-2.902464103698730469e+01
-4.834632873535156250e+00,2.997528076171875000e+01
-6.617744922637939453e+00,3.018999099731445312e+01
4.417810440063476562e+00,-2.734900856018066406e+01
-1.846180081367492676e+00,-2.063210105895996094e+01
2.117051124572753906e+00,-3.095135879516601562e+01
2.117050886154174805e+00,-3.095136642456054688e+01
-4.833050727844238281e+00,2.997427749633789062e+01
-2.718287706375122070e+00,-2.579321670532226562e+01
-1.318654155731201172e+01,2.983228111267089844e+01
-1.318640899658203125e+01,2.983211517333984375e+01
-1.437833309173583984e+01,3.259381484985351562e+01
-1.437842178344726562e+01,3.259412002563476562e+01
-6.617667675018310547e+00,3.018880462646484375e+01
-5.230172157287597656e+00,2.908288002014160156e+01
-1.063605594635009766e+01,3.096061134338378906e+01
1.637242794036865234e+00,-1.821954727172851562e+01
-1.063599586486816406e+01,3.096018791198730469e+01
1.637451529502868652e+00,-1.821943473815917969e+01
-7.806220054626464844e+00,5.851506805419921875e+01
-1.381679624319076538e-01,-1.663161659240722656e+01
-8.196193695068359375e+00,2.971298217773437500e+01
-1.455706214904785156e+01,-5.748985409736633301e-01
1.108467388153076172e+01,2.813105010986328125e+01
-2.622315979003906250e+01,3.537971115112304688e+01
-1.559862256050109863e+00,-1.662854576110839844e+01
-6.817958831787109375e+00,-4.167913818359375000e+01
1.102814435958862305e+00,-1.658341979980468750e+01
3.357120275497436523e+00,-3.992703628540039062e+01
2.317150831222534180e+00,-1.155416107177734375e+01
1.581546545028686523e+00,-4.944189453125000000e+01
-1.411927700042724609e+01,-9.513427734375000000e+00
5.774720907211303711e-01,-4.169002532958984375e+01
2.589273452758789062e+00,-1.122296714782714844e+01
2.956002807617187500e+01,-1.819482612609863281e+01
3.076325607299804688e+01,-2.018507575988769531e+01
-1.477490520477294922e+01,-6.816298484802246094e+00
2.589856624603271484e+00,-1.042543888092041016e+01
-5.399228096008300781e+00,-4.002272415161132812e+01
-1.187856793403625488e+00,-4.930331802368164062e+01
1.572129964828491211e+00,-1.039423847198486328e+01
2.464479064941406250e+01,-9.281942367553710938e+00
1.721366500854492188e+01,-1.986897659301757812e+01
1.875506401062011719e+01,-4.204993057250976562e+01
1.773192596435546875e+01,-6.486122131347656250e+00
1.165303897857666016e+01,-2.027456474304199219e+01
8.430615425109863281e+00,-4.143610763549804688e+01
2.994550514221191406e+01,-3.724383926391601562e+01
-1.683153343200683594e+01,3.862404632568359375e+01
5.229818820953369141e+00,1.664634704589843750e+01
2.504911994934082031e+01,-2.479724693298339844e+01
-1.583344650268554688e+01,3.782109832763671875e+01
-1.861827278137207031e+01,3.692612457275390625e+01
-2.536194229125976562e+01,2.317681312561035156e+01
1.411342048645019531e+01,2.778713989257812500e+01
-1.321817016601562500e+01,2.098829460144042969e+01
-5.890588283538818359e+00,-2.263139152526855469e+01
9.920194625854492188e+00,-3.969413518905639648e+00
4.666879653930664062e+00,-2.750958251953125000e+01
-1.497123050689697266e+01,-8.411314010620117188e+00
2.346035957336425781e+01,-9.897689819335937500e+00
7.899657249450683594e+00,2.759819984436035156e+01
-1.791572761535644531e+01,5.021108627319335938e+01
2.188813209533691406e+01,-2.902985763549804688e+01
1.823573112487792969e+01,-4.014566802978515625e+01
7.850610733032226562e+00,-4.379569530487060547e+00
1.830268502235412598e+00,-2.597025299072265625e+01
-1.344474601745605469e+01,-1.226395034790039062e+01
-7.948123931884765625e+00,2.815253829956054688e+01
-6.783326268196105957e-01,-4.133329391479492188e+01
8.170801162719726562e+00,-3.362698745727539062e+01
2.456290245056152344e+01,-1.322760581970214844e+01
-1.564090824127197266e+01,-2.529712867736816406e+01
-1.232803940773010254e+00,-4.930072784423828125e+01
3.336555862426757812e+01,-2.041715621948242188e+01
-1.467427635192871094e+01,-6.741913795471191406e+00
-1.517635440826416016e+01,3.807240295410156250e+01
-1.861493110656738281e+01,1.013220310211181641e+01
1.589275455474853516e+01,-2.580816459655761719e+01
-5.398769855499267578e+00,3.908247375488281250e+01
-2.166440933942794800e-01,2.956440162658691406e+01
2.396370619535446167e-01,-4.137657546997070312e+01
1.242449188232421875e+01,-1.966375541687011719e+01
8.788505554199218750e+00,-4.456884002685546875e+01
1.638731193542480469e+01,-5.380295753479003906e+00
-1.142196083068847656e+01,-3.415134048461914062e+01
-1.494427084922790527e+00,-2.871069526672363281e+01
-1.831144332885742188e+01,3.648958969116210938e+01
6.866932868957519531e+00,2.524818992614746094e+01
1.710601806640625000e+01,-2.180697822570800781e+01
2.187583351135253906e+01,-1.905542945861816406e+01
7.447587490081787109e+00,-4.109853363037109375e+01
8.173963546752929688e+00,-5.475273132324218750e+00
1.588963985443115234e+01,-3.229574584960937500e+01
1.544447708129882812e+01,-4.495496749877929688e+01
9.920208930969238281e+00,-3.969569921493530273e+00
2.180799484252929688e+01,-2.426134872436523438e+01
8.331282615661621094e+00,-3.545279979705810547e+00
5.743930816650390625e+00,4.762776851654052734e+00
-1.406770348548889160e+00,3.729410552978515625e+01
-2.706622695922851562e+01,2.247408866882324219e+01
-2.165215301513671875e+01,3.429959487915039062e+01
1.779226684570312500e+01,-2.894920349121093750e+01
-1.254561328887939453e+01,-2.171093368530273438e+01
9.725218772888183594e+00,-4.344848251342773438e+01
5.509205341339111328e+00,2.596030426025390625e+01
